State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
Punjab,Gurdaspur,Kalanaur,Cauliflower,Other,FAQ,05/04/2025,100,100,100
Punjab,Hoshiarpur,"Garh Shankar","Green Chilli","Green Chilly",FAQ,05/04/2025,2500,3000,2800
Punjab,Hoshiarpur,"Garh Shankar",Mango,Other,Medium,05/04/2025,7500,8500,8000
Punjab,Hoshiarpur,"Garh Shankar",Tomato,Deshi,Non-FAQ,05/04/2025,1400,1600,1500
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi)",Banana,Other,Large,05/04/2025,2500,3000,2700
Punjab,Hoshiarpur,"GarhShankar (Kotfatuhi)",Onion,Other,FAQ,05/04/2025,1400,1700,1500
Punjab,Hoshiarpur,Mukerian,Banana,"Banana - Ripe",Medium,05/04/2025,2500,3500,3000
Punjab,Hoshiarpur,"Tanda Urmur",Onion,Other,FAQ,05/04/2025,2000,2500,2200
Punjab,Hoshiarpur,"Tanda Urmur",Pumpkin,Other,FAQ,05/04/2025,600,1000,800
Punjab,Jalandhar,Bilga,Carrot,Other,FAQ,05/04/2025,1800,2000,1900
Punjab,Jalandhar,Bilga,Cucumbar(Kheera),Other,FAQ,05/04/2025,1800,2000,1900
Punjab,Jalandhar,Bilga,Tomato,Other,FAQ,05/04/2025,2800,3000,2900
Punjab,Moga,Moga,Banana,Other,Medium,05/04/2025,1600,2000,1800
Punjab,Moga,Moga,Ginger(Dry),Other,FAQ,05/04/2025,4000,5000,4500
Punjab,Moga,Moga,"Peas Wet",Other,FAQ,05/04/2025,3500,5500,4500
Punjab,Moga,Moga,Potato,Other,FAQ,05/04/2025,650,800,700
Punjab,"Ropar (Rupnagar)",Morinda,Apple,Apple,Medium,05/04/2025,9000,9000,9000
Punjab,"Ropar (Rupnagar)",Morinda,"Bitter gourd","Bitter Gourd",FAQ,05/04/2025,4000,4000,4000
Punjab,"Ropar (Rupnagar)",Morinda,"Bottle gourd","Bottle Gourd",FAQ,05/04/2025,1000,2000,1500
Punjab,"Ropar (Rupnagar)",Morinda,Ginger(Green),"Green Ginger",FAQ,05/04/2025,4000,5500,4750
Punjab,"Ropar (Rupnagar)",Morinda,"Green Chilli","Green Chilly",FAQ,05/04/2025,3000,4500,3750
Punjab,"Ropar (Rupnagar)",Morinda,Pomegranate,Pomogranate,Large,05/04/2025,8000,8000,8000
Punjab,"Ropar (Rupnagar)",Morinda,Pumpkin,Pumpkin,FAQ,05/04/2025,800,1500,1200
Punjab,"Ropar (Rupnagar)",Morinda,Spinach,Spinach,FAQ,05/04/2025,1500,1500,1500
Punjab,"Ropar (Rupnagar)",Morinda,"Water Melon","Water Melon",Medium,05/04/2025,1500,2000,1750
Punjab,Tarntaran,"Naushera Pannuan",Brinjal,Other,FAQ,05/04/2025,1500,1500,1500
Punjab,Tarntaran,Patti,Banana,Other,Medium,05/04/2025,2500,3000,2600
Punjab,Tarntaran,Patti,Brinjal,Other,FAQ,05/04/2025,1200,1600,1400
Punjab,Tarntaran,Patti,Capsicum,Other,FAQ,05/04/2025,1400,1609,1500
Punjab,Tarntaran,Patti,Garlic,Other,FAQ,05/04/2025,7000,9000,8000
Punjab,Tarntaran,Patti,"Green Chilli",Other,FAQ,05/04/2025,3000,3800,3500
Punjab,Tarntaran,Patti,Onion,Other,FAQ,05/04/2025,1400,1800,1600
Rajasthan,Dungarpur,Dungarpur,Onion,"1st Sort",FAQ,05/04/2025,2000,2500,2250
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Banana,Other,Medium,05/04/2025,3300,3700,3500
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Lime,Other,Medium,05/04/2025,10800,11200,11000
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Onion,Other,FAQ,05/04/2025,1100,1500,1300
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Orange,Other,Medium,05/04/2025,8300,8700,8500
Rajasthan,Ganganagar,"Sriganganagar (F&V)",Pineapple,Other,Medium,05/04/2025,6800,7200,7000
Rajasthan,Ganganagar,Suratgarh,"Barley (Jau)",Other,FAQ,05/04/2025,1700,1990,1910
Rajasthan,Ganganagar,Suratgarh,Garlic,Average,FAQ,05/04/2025,6500,8000,7000
Rajasthan,Ganganagar,Suratgarh,Tomato,Deshi,FAQ,05/04/2025,650,800,700
Rajasthan,Hanumangarh,Goluwala,"Guar Seed(Cluster Beans Seed)",Other,FAQ,05/04/2025,4700,4851,4851
Rajasthan,Hanumangarh,Goluwala,Tomato,Deshi,FAQ,05/04/2025,1200,1500,1500
Rajasthan,"Jaipur Rural",Bassi,"Bengal Gram(Gram)(Whole)",999,Non-FAQ,05/04/2025,4920,5356,5138
Rajasthan,"Jaipur Rural",Bassi,"Guar Seed(Cluster Beans Seed)",Other,FAQ,05/04/2025,3800,4741,4270
Rajasthan,"Jaipur Rural",Bassi,Onion,Other,Non-FAQ,05/04/2025,3200,3400,3300
Rajasthan,"Jaipur Rural",Bassi,Taramira,Other,FAQ,05/04/2025,5401,5431,5416
Rajasthan,Jalore,Jalore,Coriander(Leaves),Other,FAQ,05/04/2025,2500,3000,2800
Rajasthan,Jalore,Jalore,Onion,Other,FAQ,05/04/2025,1200,1500,1300
Rajasthan,Sanchore,Sanchore,Onion,Other,FAQ,05/04/2025,1200,1500,1300
Telangana,Hyderabad,"L B Nagar",Cauliflower,Cauliflower,FAQ,05/04/2025,1000,2000,1500
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),MTU-1010,FAQ,05/04/2025,2320,2320,2320
Telangana,Khammam,Burgampadu,Paddy(Dhan)(Common),"Samba Masuri",FAQ,05/04/2025,2320,2320,2320
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Bottle gourd","Bottle Gourd",FAQ,05/04/2025,900,900,900
Telangana,"Ranga Reddy","Mehndipatnam(Rythu Bazar)","Cluster beans","Cluster Beans",FAQ,05/04/2025,3500,3500,3500
Tripura,Dhalai,Kulai,Ginger(Green),"Green Ginger",FAQ,05/04/2025,14000,15000,14500
Tripura,Gomati,Nutanbazar,"Bhindi(Ladies Finger)",Bhindi,FAQ,05/04/2025,5850,6000,5950
Tripura,Gomati,Nutanbazar,Carrot,Carrot,FAQ,05/04/2025,3850,4000,3950
Tripura,"North Tripura",Dasda,Cauliflower,Cauliflower,FAQ,05/04/2025,2000,2500,2250
Tripura,"North Tripura",Dasda,Rice,Masuri,FAQ,05/04/2025,3400,3600,3500
"Uttar Pradesh",Aligarh,Charra,Cauliflower,Cauliflower,FAQ,05/04/2025,1400,1600,1500
"Uttar Pradesh",Aligarh,Charra,Pumpkin,Pumpkin,FAQ,05/04/2025,900,1100,1000
"Uttar Pradesh",Ambedkarnagar,Akbarpur,Onion,Red,FAQ,05/04/2025,1800,1900,1880
"Uttar Pradesh",Amroha,Hasanpur,Cabbage,Cabbage,FAQ,05/04/2025,1410,1500,1450
"Uttar Pradesh",Amroha,Hasanpur,Cucumbar(Kheera),Cucumbar,FAQ,05/04/2025,1410,1500,1450
"Uttar Pradesh",Amroha,Hasanpur,Guava,Guava,Medium,05/04/2025,1810,2000,1850
"Uttar Pradesh",Amroha,Hasanpur,Papaya,Papaya,Medium,05/04/2025,1410,1500,1450
"Uttar Pradesh",Amroha,Hasanpur,Spinach,Other,FAQ,05/04/2025,1410,1500,1450
"Uttar Pradesh",Badaun,Visoli,Potato,Desi,FAQ,05/04/2025,900,900,900
"Uttar Pradesh",Bahraich,Naanpara,Apple,"Royal Delicious",Medium,05/04/2025,10000,12000,11000
"Uttar Pradesh",Bahraich,Naanpara,"Arhar Dal(Tur Dal)","Arhar Dal(Tur)",FAQ,05/04/2025,9000,10000,9500
"Uttar Pradesh",Bahraich,Naanpara,"Green Chilli","Green Chilly",FAQ,05/04/2025,2500,3500,3000
"Uttar Pradesh",Bahraich,Naanpara,Tomato,Hybrid,FAQ,05/04/2025,1000,1200,1100
"Uttar Pradesh",Ballia,Rasda,"Banana - Green","Banana - Green",FAQ,05/04/2025,1660,1800,1725
"Uttar Pradesh",Ballia,Rasda,Brinjal,Brinjal,FAQ,05/04/2025,1225,1365,1290
"Uttar Pradesh",Ballia,Rasda,Cauliflower,"African Sarson",FAQ,05/04/2025,1090,1210,1140
"Uttar Pradesh",Ballia,Rasda,Lemon,Lemon,FAQ,05/04/2025,6430,6565,6500
"Uttar Pradesh",Ballia,Rasda,Rice,III,FAQ,05/04/2025,3190,3300,3255
"Uttar Pradesh",Balrampur,Tulsipur,"Bottle gourd","Bottle Gourd",FAQ,05/04/2025,1150,1240,1200
"Uttar Pradesh",Balrampur,Tulsipur,Cauliflower,Cauliflower,FAQ,05/04/2025,1200,1250,1230
"Uttar Pradesh",Barabanki,Barabanki,Banana,"Banana - Ripe",Medium,05/04/2025,2900,3000,2950
"Uttar Pradesh",Barabanki,Barabanki,"Bottle gourd","Bottle Gourd",FAQ,05/04/2025,1200,1300,1250
"Uttar Pradesh",Barabanki,Barabanki,Pomegranate,Pomogranate,Medium,05/04/2025,8080,8180,8130
"Uttar Pradesh",Bareilly,Anwala,Cauliflower,Cauliflower,FAQ,05/04/2025,500,700,600
"Uttar Pradesh",Bareilly,Anwala,"Green Chilli","Green Chilly",FAQ,05/04/2025,1500,1700,1600
"Uttar Pradesh",Bijnor,Kiratpur,"Banana - Green","Banana - Green",FAQ,05/04/2025,1400,1500,1450
"Uttar Pradesh",Bijnor,Nagina,Cauliflower,Cauliflower,FAQ,05/04/2025,600,1000,800
"Uttar Pradesh",Bulandshahar,Sikarpur,"Bhindi(Ladies Finger)",Bhindi,FAQ,05/04/2025,2800,3000,2900
"Uttar Pradesh",Bulandshahar,Sikarpur,"Bitter gourd","Bitter Gourd",FAQ,05/04/2025,2800,3000,2900
"Uttar Pradesh",Bulandshahar,Sikarpur,Garlic,Garlic,FAQ,05/04/2025,4800,5000,4900
"Uttar Pradesh",Bulandshahar,Sikarpur,Tomato,Deshi,FAQ,05/04/2025,600,800,700
"Uttar Pradesh",Bulandshahar,Siyana,Cauliflower,Cauliflower,FAQ,05/04/2025,900,1000,950
"Uttar Pradesh",Bulandshahar,Siyana,Cucumbar(Kheera),Cucumbar,FAQ,05/04/2025,750,860,800
"Uttar Pradesh",Bulandshahar,Siyana,"Mousambi(Sweet Lime)",Mousambi,Medium,05/04/2025,1700,1800,1750
"Uttar Pradesh",Bulandshahar,Siyana,Wheat,Dara,FAQ,05/04/2025,2430,2435,2432
"Uttar Pradesh",Etah,Awagarh,"Green Chilli","Green Chilly",FAQ,05/04/2025,2500,2800,2600
"Uttar Pradesh",Etah,Awagarh,Onion,Red,Non-FAQ,05/04/2025,1800,2100,1900
"Uttar Pradesh",Farukhabad,Kamlaganj,Potato,Desi,FAQ,05/04/2025,800,820,810
"Uttar Pradesh",Firozabad,Firozabad,"Bitter gourd","Bitter Gourd",FAQ,05/04/2025,2510,2700,2600
"Uttar Pradesh",Firozabad,Firozabad,Carrot,Carrot,FAQ,05/04/2025,1250,1425,1340
"Uttar Pradesh",Hardoi,Sandi,Gur(Jaggery),Yellow,FAQ,05/04/2025,3750,3830,3780
"Uttar Pradesh",Hardoi,Sandi,Tomato,Hybrid,FAQ,05/04/2025,600,700,650
"Uttar Pradesh",Hardoi,Sandi,Wheat,Dara,FAQ,05/04/2025,2400,2500,2450
"Uttar Pradesh",Hathras,Haathras,Potato,Desi,FAQ,05/04/2025,970,1170,1070
"Uttar Pradesh",Hathras,Haathras,Tomato,Deshi,FAQ,05/04/2025,550,750,650
"Uttar Pradesh",Hathras,Shadabad,Tomato,Deshi,FAQ,05/04/2025,800,900,850
"Uttar Pradesh",Hathras,Sikandraraau,"Bajra(Pearl Millet/Cumbu)",Deshi,FAQ,05/04/2025,2250,2315,2290
"Uttar Pradesh","Jalaun (Orai)",Ait,Wheat,Dara,FAQ,05/04/2025,2430,2440,2435
"Uttar Pradesh","Jalaun (Orai)",Kadaura,Firewood,Firewood,FAQ,05/04/2025,430,430,430
"Uttar Pradesh",Kannuj,Kannauj,Banana,"Banana - Ripe",Medium,05/04/2025,2900,3000,2960
"Uttar Pradesh",Kannuj,Kannauj,Cabbage,Cabbage,FAQ,05/04/2025,900,1000,960
"Uttar Pradesh",Kannuj,Kannauj,Garlic,Garlic,FAQ,05/04/2025,7150,7250,7200
"Uttar Pradesh",Kannuj,Kannauj,Lemon,Lemon,FAQ,05/04/2025,7000,7200,7100
"Uttar Pradesh",Kannuj,Kannauj,Raddish,Raddish,FAQ,05/04/2025,950,1050,1000
"Uttar Pradesh",Kannuj,Kannauj,Rice,III,FAQ,05/04/2025,3000,3100,3050
"Uttar Pradesh",Kaushambi,Bharwari,"Green Chilli","Green Chilly",FAQ,05/04/2025,2200,2500,2300
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Apple,"Kasmir/Shimla - II",Medium,05/04/2025,8100,8180,8140
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,Brinjal,Other,FAQ,05/04/2025,1740,1820,1780
"Uttar Pradesh","Khiri (Lakhimpur)",Maigalganj,"Green Chilli","Green Chilly",FAQ,05/04/2025,2900,2980,2940
"Uttar Pradesh",Lalitpur,Lalitpur,"Black Gram (Urd Beans)(Whole)","Black Gram (Whole)",FAQ,05/04/2025,6200,6280,6250
"Uttar Pradesh",Lalitpur,Lalitpur,Brinjal,Round,FAQ,05/04/2025,1200,1280,1240
"Uttar Pradesh",Lalitpur,Lalitpur,Groundnut,Bold,FAQ,05/04/2025,4160,4300,4250
"Uttar Pradesh",Maharajganj,Anandnagar,Apple,Delicious,Medium,05/04/2025,7500,8500,8000
"Uttar Pradesh",Maharajganj,Anandnagar,Onion,Red,FAQ,05/04/2025,1800,2000,1900
"Uttar Pradesh",Maharajganj,Anandnagar,Paddy(Dhan)(Common),Common,FAQ,05/04/2025,2300,2400,2350
"Uttar Pradesh",Maharajganj,Gadaura,Potato,Red,FAQ,05/04/2025,1200,1400,1300
"Uttar Pradesh",Maharajganj,Gadaura,Tomato,Hybrid,FAQ,05/04/2025,800,1000,900
"Uttar Pradesh",Maharajganj,Gadaura,Wheat,Dara,FAQ,05/04/2025,2400,2430,2425
"Uttar Pradesh",Maharajganj,Nautnava,Brinjal,Round/Long,FAQ,05/04/2025,1200,1450,1300
"Uttar Pradesh",Maharajganj,Nautnava,Paddy(Dhan)(Common),"Paddy Coarse",FAQ,05/04/2025,2200,2350,2300
"Uttar Pradesh",Maharajganj,Nautnava,Pumpkin,Pumpkin,FAQ,05/04/2025,500,700,600
"Uttar Pradesh",Maharajganj,Nautnava,Tomato,Hybrid,FAQ,05/04/2025,1100,1300,1200
"Uttar Pradesh",Mainpuri,Ghiraur,Tomato,Hybrid,FAQ,05/04/2025,435,635,535
"Uttar Pradesh",Mathura,Kosikalan,Garlic,Desi,FAQ,05/04/2025,6000,6140,6100
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,"Bhindi(Ladies Finger)",Bhindi,FAQ,05/04/2025,1000,1100,1050
"Uttar Pradesh",Mau(Maunathbhanjan),Kopaganj,Brinjal,Brinjal,FAQ,05/04/2025,800,1000,900
"Uttar Pradesh",Pillibhit,Pilibhit,Cauliflower,Local,FAQ,05/04/2025,1005,1095,1055
"Uttar Pradesh",Pillibhit,Pilibhit,Papaya,Papaya,Medium,05/04/2025,2760,2860,2815
"Uttar Pradesh",Pillibhit,Pilibhit,Raddish,Raddish,FAQ,05/04/2025,850,940,895
"Uttar Pradesh",Pillibhit,Pilibhit,Rice,Coarse,FAQ,05/04/2025,3250,3340,3290
"Uttar Pradesh",Pillibhit,Pilibhit,Tomato,Local,FAQ,05/04/2025,580,675,635
"Uttar Pradesh",Prayagraj,Jasra,Brinjal,Round/Long,FAQ,05/04/2025,1110,1245,1175
"Uttar Pradesh",Saharanpur,Chutmalpur,Cauliflower,Cauliflower,FAQ,05/04/2025,350,500,400
"Uttar Pradesh",Saharanpur,Chutmalpur,Pumpkin,Pumpkin,FAQ,05/04/2025,600,800,700
"Uttar Pradesh",Sambhal,Bhehjoi,"Bajra(Pearl Millet/Cumbu)",Hybrid,Non-FAQ,05/04/2025,2200,2300,2250
"Uttar Pradesh",Sambhal,Bhehjoi,Potato,Desi,Non-FAQ,05/04/2025,700,710,705
"Uttar Pradesh",Sambhal,Sambhal,"Bottle gourd","Bottle Gourd",FAQ,05/04/2025,600,850,800
"Uttar Pradesh","Sant Kabir Nagar",Khalilabad,"Bottle gourd","Bottle Gourd",FAQ,05/04/2025,900,1000,950
"Uttar Pradesh","Sant Kabir Nagar",Khalilabad,Cucumbar(Kheera),Cucumbar,FAQ,05/04/2025,1400,1500,1450
"Uttar Pradesh","Sant Kabir Nagar",Khalilabad,Onion,Red,FAQ,05/04/2025,1700,1800,1750
"Uttar Pradesh","Sant Kabir Nagar",Khalilabad,"Pointed gourd (Parval)","Pointed gourd (Parval)",FAQ,05/04/2025,2000,2200,2100
"Uttar Pradesh",Shamli,Shamli,Potato,Desi,FAQ,05/04/2025,1020,1120,1070
"Uttar Pradesh",Shamli,Shamli,Tomato,Hybrid,FAQ,05/04/2025,700,800,750
"Uttar Pradesh",Shamli,Thanabhavan,"Karbuja(Musk Melon)",Karbhuja,Medium,05/04/2025,2800,3000,2900
"Uttar Pradesh",Shravasti,Payagpur,Potato,Red,FAQ,05/04/2025,800,1000,900
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Firewood,Other,FAQ,05/04/2025,300,340,320
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Potato,Local,FAQ,05/04/2025,750,850,800
"Uttar Pradesh",Sitapur,"Hargaon (Laharpur)",Pumpkin,Pumpkin,FAQ,05/04/2025,750,800,780
Uttrakhand,Dehradoon,Rishikesh,"Bottle gourd","Bottle Gourd",FAQ,05/04/2025,800,1200,950
Uttrakhand,Dehradoon,Rishikesh,Cauliflower,Other,FAQ,05/04/2025,550,800,600
Uttrakhand,Dehradoon,Rishikesh,"French Beans (Frasbean)",Other,FAQ,05/04/2025,2250,2800,2400
Uttrakhand,Dehradoon,Rishikesh,"Indian Beans (Seam)","Indian Beans (Seam)",FAQ,05/04/2025,1800,2000,1950
Uttrakhand,Dehradoon,Rishikesh,Pomegranate,Other,Small,05/04/2025,5000,12000,6500
Uttrakhand,Dehradoon,Rishikesh,Pumpkin,Other,FAQ,05/04/2025,1000,1250,1100
Uttrakhand,Dehradoon,Rishikesh,Tomato,Other,FAQ,05/04/2025,700,1200,1050
Uttrakhand,Haridwar,"Haridwar Union","Bitter gourd","Bitter Gourd",FAQ,05/04/2025,3000,3500,3200
Uttrakhand,Haridwar,"Haridwar Union",Cucumbar(Kheera),Cucumbar,FAQ,05/04/2025,1000,1200,1100
Uttrakhand,Haridwar,"Haridwar Union",Grapes,Other,Medium,05/04/2025,5000,6000,5500
Uttrakhand,Haridwar,"Haridwar Union",Orange,Other,Medium,05/04/2025,5000,6000,5500
Uttrakhand,Haridwar,"Haridwar Union",Pomegranate,Pomogranate,Medium,05/04/2025,5000,7500,6000
Uttrakhand,Haridwar,"Haridwar Union",Pumpkin,Pumpkin,FAQ,05/04/2025,700,1000,800
Uttrakhand,Haridwar,Roorkee,"Bhindi(Ladies Finger)",Other,FAQ,05/04/2025,1000,2500,2000
Uttrakhand,Haridwar,Roorkee,"Bitter gourd",Other,FAQ,05/04/2025,600,1000,800
Uttrakhand,UdhamSinghNagar,Rudrapur,Ginger(Dry),Other,FAQ,05/04/2025,10000,14000,12000
Uttrakhand,UdhamSinghNagar,Rudrapur,Grapes,Other,Medium,05/04/2025,3000,5000,4000
Uttrakhand,UdhamSinghNagar,Rudrapur,"Green Chilli",Other,FAQ,05/04/2025,3000,5000,4000
Uttrakhand,UdhamSinghNagar,Rudrapur,Papaya,Other,Medium,05/04/2025,3000,5000,4000
"West Bengal","Dakshin Dinajpur",Balurghat,"Green Chilli",Other,FAQ,05/04/2025,4900,5100,5000
"West Bengal","Dakshin Dinajpur",Balurghat,Potato,Local,FAQ,05/04/2025,1000,1200,1100
"West Bengal",Darjeeling,Darjeeling,Cabbage,Other,FAQ,05/04/2025,1700,1900,1800
"West Bengal",Darjeeling,Darjeeling,Potato,Jyoti,FAQ,05/04/2025,1800,2000,1900
"West Bengal",Darjeeling,Darjeeling,"Squash(Chappal Kadoo)",Other,FAQ,05/04/2025,1900,2100,2000
"West Bengal",Darjeeling,Karsiyang(Matigara),Cabbage,Other,FAQ,05/04/2025,1300,1500,1400
"West Bengal",Darjeeling,Karsiyang(Matigara),"French Beans (Frasbean)",Other,FAQ,05/04/2025,6000,6500,6200
"West Bengal",Darjeeling,Karsiyang(Matigara),Onion,Other,FAQ,05/04/2025,3300,3500,3400
"West Bengal",Darjeeling,Siliguri,"Green Chilli","Green Chilly",FAQ,05/04/2025,3000,3200,3100
"West Bengal",Medinipur(W),Ghatal,Brinjal,Brinjal,FAQ,05/04/2025,3100,3300,3200
"West Bengal",Medinipur(W),Ghatal,Cucumbar(Kheera),Cucumbar,FAQ,05/04/2025,3200,3400,3300
"West Bengal",Medinipur(W),Ghatal,"Green Chilli","Green Chilly",FAQ,05/04/2025,4100,4300,4200
"West Bengal",Medinipur(W),Ghatal,Paddy(Dhan)(Common),Common,FAQ,05/04/2025,2350,2450,2400
"West Bengal",Medinipur(W),Ghatal,Pumpkin,Other,FAQ,05/04/2025,1500,1700,1600
"Andhra Pradesh",Chittor,Palamaner,Potato,"(Red Nanital)",FAQ,05/04/2025,500,1500,1000
"Andhra Pradesh",Chittor,Tirupati,Banana,Bhushavali(Pacha),Small,05/04/2025,8000,10000,9000
"Andhra Pradesh","East Godavari",Ravulapelem,Banana,Desi(Bontha),Large,05/04/2025,1700,2200,1900
Bihar,Bhojpur,Aarah,Potato,Jyoti,FAQ,05/04/2025,1500,1700,1600
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),"Bottle gourd",Other,FAQ,05/04/2025,1000,1300,1200
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Ginger(Green),Other,FAQ,05/04/2025,3000,4000,3500
Chandigarh,Chandigarh,Chandigarh(Grain/Fruit),Lemon,Other,FAQ,05/04/2025,7000,8500,8000
Gujarat,Amreli,Babra,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,05/04/2025,7045,7605,7325
Gujarat,Amreli,Savarkundla,"Cummin Seed(Jeera)","Cummin Seed(Jeera)",FAQ,05/04/2025,21100,23500,22500
Gujarat,Amreli,Savarkundla,Groundnut,"Big (With Shell)",Non-FAQ,05/04/2025,4750,5250,5125
Gujarat,Amreli,Savarkundla,Jowar(Sorghum),"Jowar ( White)",FAQ,05/04/2025,2500,4175,3605
Gujarat,Amreli,Savarkundla,Wheat,Bansi,FAQ,05/04/2025,2550,3500,3150
Gujarat,Anand,"Anand(Veg,Yard,Anand)","Green Chilli","Green Chilly",FAQ,05/04/2025,1500,2000,1750
Gujarat,Anand,"Anand(Veg,Yard,Anand)",Onion,Onion,FAQ,05/04/2025,1500,2000,1800
Gujarat,Bharuch,Jambusar,Jowar(Sorghum),Other,FAQ,05/04/2025,3200,3600,3400
Gujarat,Bharuch,Jambusar(Kaavi),Maize,Other,FAQ,05/04/2025,1700,2100,1900
Gujarat,"Chhota Udaipur",Bodeliu,"Arhar (Tur/Red Gram)(Whole)",Hybrid,FAQ,05/04/2025,7225,7550,7425
Gujarat,"Chhota Udaipur",Kalediya,Cotton,"Shanker 6 (B) 30mm FIne",FAQ,05/04/2025,7000,7425,7225
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)",Ridgeguard(Tori),Other,FAQ,05/04/2025,4000,4000,4000
Gujarat,Gandhinagar,"Mansa(Manas Veg Yard)","Water Melon",Other,Medium,05/04/2025,1000,1200,1000
Gujarat,"Gir Somnath",Veraval,Groundnut,G20,FAQ,05/04/2025,4520,5620,5000
Gujarat,Junagarh,Visavadar,"Black Gram (Urd Beans)(Whole)",Other,FAQ,05/04/2025,5375,7005,6190
Gujarat,Junagarh,Visavadar,"Corriander seed",Other,FAQ,05/04/2025,6125,7055,6590
Gujarat,Junagarh,Visavadar,Garlic,Other,FAQ,05/04/2025,725,1855,1290
Gujarat,Junagarh,Visavadar,Groundnut,Other,FAQ,05/04/2025,4775,6105,5440
Gujarat,Junagarh,Visavadar,"Groundnut (Split)",Groundnut(Split),FAQ,05/04/2025,4500,5480,4990
Gujarat,Junagarh,Visavadar,"Kulthi(Horse Gram)",Other,FAQ,05/04/2025,5275,5655,5465
Gujarat,Junagarh,Visavadar,Soyabean,Black,FAQ,05/04/2025,3275,3625,3600
Gujarat,Narmada,Rajpipla,"Arhar (Tur/Red Gram)(Whole)","777 New Ind",FAQ,05/04/2025,7310,7775,7625
Gujarat,Rajkot,Dhoraji,Soyabean,Yellow,Non-FAQ,05/04/2025,3780,4105,4055
Gujarat,Rajkot,Jetpur(Dist.Rajkot),"Arhar (Tur/Red Gram)(Whole)","Arhar (Whole)",FAQ,05/04/2025,5250,7080,6605
Gujarat,Rajkot,Jetpur(Dist.Rajkot),"Castor Seed","Castor seed",FAQ,05/04/2025,5355,5905,5750
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Garlic,Garlic,FAQ,05/04/2025,2505,5480,3905
Gujarat,Rajkot,Jetpur(Dist.Rajkot),Wheat,Lokwan,FAQ,05/04/2025,2205,2625,2450
Gujarat,Sabarkantha,Khedbrahma,Wheat,Other,FAQ,05/04/2025,2450,2750,2600
Gujarat,Sabarkantha,Modasa,"Castor Seed","Castor seed",FAQ,05/04/2025,6000,6115,6115
Gujarat,Surat,Bardoli(Katod),Brinjal,Other,FAQ,05/04/2025,1250,1950,1450
Gujarat,Surat,Surat,Drumstick,Other,FAQ,05/04/2025,2000,3000,2500
Gujarat,Surat,Surat,"Little gourd (Kundru)",Other,FAQ,05/04/2025,4000,7500,5750
Gujarat,Surat,Surat,Onion,Other,FAQ,05/04/2025,500,2000,1250
Gujarat,Surat,Surat,"Sponge gourd",Other,FAQ,05/04/2025,1500,2500,2000
Gujarat,Surat,Surat,Tomato,Other,FAQ,05/04/2025,500,1200,850
Gujarat,Surat,Surat,"Turmeric (raw)",Other,FAQ,05/04/2025,4000,10500,7250
Gujarat,Surendranagar,Vadhvan,Cauliflower,Cauliflower,FAQ,05/04/2025,1500,2000,1750
